N,topic,malfunction,cause,elimination
46,В УОИ сигналы о неверном включении силовых автоматов,"Снятие/запрет возбуждения ТА
(Неверно включены ав. в силовой цепи преобр. А18)",Неисправность платы БОДД (ПВДД) УОИ,"Проверить правильность включения автоматов QF16, QF18, QF17 в тамбуре. (Кадр ""Вспомогательное оборудование/ Охлаждение ТА и ТЭД"")."
46,В УОИ сигналы о неверном включении силовых автоматов,"Снятие/запрет возбуждения ТА
(Неверно включены ав. в силовой цепи преобр. А5)",Нет +110В или обрыв провода от блок контакта к УОИ,"Проверить правильность включения автоматов QF2, QF7, QF3 в тамбуре (Кадр 4)."
46,В УОИ сигналы о неверном включении силовых автоматов,"Снятие/запрет возбуждения ТА
(Неверно включены ав. в силовой цепи преобр. А5)",Неисправность платы БОДД (ПВДД) УОИ,"Проверить правильность включения автоматов QF2, QF7, QF3 в тамбуре (Кадр 4)."
46,В УОИ сигналы о неверном включении силовых автоматов,"Снятие/запрет возбуждения ТА
(Неверно включены ав. в силовой цепи преобр. А6)",Нет +110В или обрыв провода от блок контакта к УОИ,"Проверить правильность включения автоматов QF4, QF8, QF5 в тамбуре (Кадр 4)"
46,В УОИ сигналы о неверном включении силовых автоматов,"Снятие/запрет возбуждения ТА
(Неверно включены ав. в силовой цепи преобр. А6)",Неисправность платы БОДД (ПВДД) УОИ,"Проверить правильность включения автоматов QF4, QF8, QF5 в тамбуре (Кадр 4)"
46,В УОИ сигналы о неверном включении силовых автоматов,"Снятие/запрет возбуждения ТА
(Неверно включены ав. в силовой цепи преобр. А7)",Нет +110В или обрыв провода от блок контакта к УОИ,"Проверить правильность включения автоматов QF9, QF12, QF10 в тамбуре (Кадр ""Вспомогательное оборудование/ Охлаждение ТА и ТЭД"")"
46,В УОИ сигналы о неверном включении силовых автоматов,"Снятие/запрет возбуждения ТА
(Неверно включены ав. в силовой цепи преобр. А7)",Неисправность платы БОДД (ПВДД) УОИ,"Проверить правильность включения автоматов QF9, QF12, QF10 в тамбуре (Кадр ""Вспомогательное оборудование/ Охлаждение ТА и ТЭД"")"
47,"В УОИ сигнал о двух одновременно нажатых кнопках реверсора ""Вперед"" и ""Назад""","Разбор тяги или предупреждение в режиме х/х
(Неверно задано направление движение)",+110 в УОИ из-за неисправности проводов или сбоях в цепях управления,"Выбрать направление движения нажатием кнопки ""Вперед"" или ""Назад"". Проверить состояние контактных групп кнопок при ложном срабатывании."
47,"В УОИ сигнал о двух одновременно нажатых кнопках реверсора ""Вперед"" и ""Назад""","Разбор тяги или предупреждение в режиме х/х
(Неверно задано направление движение)",Неисправность платы БОДД (ПВДД) УОИ,"Выбрать направление движения нажатием кнопки ""Вперед"" или ""Назад"". Проверить состояние контактных групп кнопок при ложном срабатывании."
48,Напряжение БС менее 30В или более 130В,"Предупреждение!
(Неисправен датчик напряжения бортовой сети)",Неисправен стартер-генератор или РНВГ,"Проверить зарядку АБ по вольтметру.
Внимание! При отсутствии заряда аккумуляторной батареи не работает компрессор. Отключить лишние потребители!"
48,Напряжение БС менее 30В или более 130В,"Предупреждение!
(Неисправен датчик напряжения бортовой сети)",Обрыв/неисправность проводов к датчику напряжения (ПИНТ),"Проверить зарядку АБ по вольтметру.
Внимание! При отсутствии заряда аккумуляторной батареи не работает компрессор. Отключить лишние потребители!"
48,Напряжение БС менее 30В или более 130В,"Предупреждение!
(Неисправен датчик напряжения бортовой сети)",Неисправен датчик напряжения (ПИНТ),"Проверить зарядку АБ по вольтметру.
Внимание! При отсутствии заряда аккумуляторной батареи не работает компрессор. Отключить лишние потребители!"
48,Напряжение БС менее 30В или более 130В,"Предупреждение!
(Неисправен датчик напряжения бортовой сети)",Неисправна плата БОАД/ ПВАД/ БПД1 УОИ,"Проверить зарядку АБ по вольтметру.
Внимание! При отсутствии заряда аккумуляторной батареи не работает компрессор. Отключить лишние потребители!"
49,В преобразователе сигнал о пропадании сигналов с ДЧВ 1 - 6 ТЭД,"Снятие/запрет схемы тяги
(Неисправен ДЧВ ТЭД1 - ТЭД6 [Отключи ОМ1 - ОМ6]",Сбои в работе ДЧВ,Повторно собрать схему тяги. При повторном срабатывании выключить ОМ1 - ОМ6.
49,В преобразователе сигнал о пропадании сигналов с ДЧВ 1 - 6 ТЭД,"Снятие/запрет схемы тяги
(Неисправен ДЧВ ТЭД1 - ТЭД6 [Отключи ОМ1 - ОМ6]",Ложное срабатывание,Повторно собрать схему тяги. При повторном срабатывании выключить ОМ1 - ОМ6.
50,В УОИ сигналы о неисправности преобразователя или отсутствии с ним связи,"Снятие/запрет возбуждения ТА
(Неисправен преобр. А18)",Преобразователь неисправен,"Переключить тумблер ""Возбуждение"", автомат SF21 в высоковольтной камере. При повторной выдаче сообщения перевести преобразователь на резервную схему."
50,В УОИ сигналы о неисправности преобразователя или отсутствии с ним связи,"Снятие/запрет возбуждения ТА
(Неисправен преобр. А18)",Ложное срабатывание,"Переключить тумблер ""Возбуждение"", автомат SF21 в высоковольтной камере. При повторной выдаче сообщения перевести преобразователь на резервную схему."
50,В УОИ сигналы о неисправности преобразователя или отсутствии с ним связи,"Снятие/запрет возбуждения ТА
(Неисправен преобр. А18)",Несправен кабель связи или ПКС или БК УОИ,"Переключить тумблер ""Возбуждение"", автомат SF21 в высоковольтной камере. При повторной выдаче сообщения перевести преобразователь на резервную схему."
50,В УОИ сигналы о неисправности преобразователя или отсутствии с ним связи,"Прекращение работы вентилятора
(Неисправен преобр. А5/А6)",Преобразователь неисправен,"Переключить тумблер ""Возбуждение"", автомат SF16/SF17 в высоковольтной камере. При повторной выдаче сообщения перевести преобразователь на резервную схему."
50,В УОИ сигналы о неисправности преобразователя или отсутствии с ним связи,"Прекращение работы вентилятора
(Неисправен преобр. А5/А6)",Ложное срабатывание,"Переключить тумблер ""Возбуждение"", автомат SF16/SF17 в высоковольтной камере. При повторной выдаче сообщения перевести преобразователь на резервную схему."
50,В УОИ сигналы о неисправности преобразователя или отсутствии с ним связи,"Прекращение работы вентилятора
(Неисправен преобр. А5/А6)",Несправен кабель связи или ПКС или БК УОИ,"Переключить тумблер ""Возбуждение"", автомат SF16/SF17 в высоковольтной камере. При повторной выдаче сообщения перевести преобразователь на резервную схему."
50,В УОИ сигналы о неисправности преобразователя или отсутствии с ним связи,"Снятие/запрет схемы тяги
(Неисправен преобр. А7)",Преобразователь неисправен,"Переключить тумблер ""Возбуждение"", автомат SF18 в высоковольтной камере. При повторной выдаче сообщения перевести преобразователь на резервную схему."
50,В УОИ сигналы о неисправности преобразователя или отсутствии с ним связи,"Снятие/запрет схемы тяги
(Неисправен преобр. А7)",Ложное срабатывание,"Переключить тумблер ""Возбуждение"", автомат SF18 в высоковольтной камере. При повторной выдаче сообщения перевести преобразователь на резервную схему."
50,В УОИ сигналы о неисправности преобразователя или отсутствии с ним связи,"Снятие/запрет схемы тяги
(Неисправен преобр. А7)",Несправен кабель связи или ПКС или БК УОИ,"Переключить тумблер ""Возбуждение"", автомат SF18 в высоковольтной камере. При повторной выдаче сообщения перевести преобразователь на резервную схему."
51,Неисправность платы БОДД,Неисправна плата БОДД,Неисправно УОИ,"Проверьте установку платы БОДД, перезагрузите УОИ, если не помогает вызовите вспомогательный локомотив."
51,Неисправность платы БОДД,Ошибка платы БОДД,Неисправно УОИ,"Проверьте установку платы БОДД, перезагрузите УОИ, если не помогает вызовите вспомогательный локомотив."
51,Неисправность платы БОДД,Плата БОДД не отвечает,Неисправно УОИ,"Проверьте установку платы БОДД, перезагрузите УОИ, если не помогает вызовите вспомогательный локомотив."
52,Отсутствие в УОИ сигнала о наличии воды в расширительном баке,"Остановка/Запрет запуска дизеля
(Нет воды в расширительном баке)",Воды в баке нет,"Проверить уровень воды в расширительном баке, состояние разъема на датчике уровня."
52,Отсутствие в УОИ сигнала о наличии воды в расширительном баке,"Остановка/Запрет запуска дизеля
(Нет воды в расширительном баке)",Неисправен датчик уровня,"Проверить уровень воды в расширительном баке, состояние разъема на датчике уровня."
52,Отсутствие в УОИ сигнала о наличии воды в расширительном баке,"Остановка/Запрет запуска дизеля
(Нет воды в расширительном баке)",Нет +110В или обрыв провода от датчика к УОИ,"Проверить уровень воды в расширительном баке, состояние разъема на датчике уровня."
52,Отсутствие в УОИ сигнала о наличии воды в расширительном баке,"Остановка/Запрет запуска дизеля
(Нет воды в расширительном баке)",Неисправность платы БОДД (ПВДД) УОИ,"Проверить уровень воды в расширительном баке, состояние разъема на датчике уровня."
53,"Напряжение бортовой сети более 107 В, а ток зарядки менее 0.2 А","Предупреждение!
(Нет заряда аккумуляторной батареи)","Неисправна система заряда (СГ, РНВГ, КРН)","Проверить зарядку АБ по вольтметру и автомат блока РНВГ.
Внимание! При отсутствии заряда аккумуляторной батареи не работает компрессор. Отключить лишние потребители!"
53,"Напряжение бортовой сети более 107 В, а ток зарядки менее 0.2 А","Предупреждение!
(Нет заряда аккумуляторной батареи)",Обрыв/неисправность проводов к датчику тока (ПИНТ),"Проверить зарядку АБ по вольтметру и автомат блока РНВГ.
Внимание! При отсутствии заряда аккумуляторной батареи не работает компрессор. Отключить лишние потребители!"
53,"Напряжение бортовой сети более 107 В, а ток зарядки менее 0.2 А","Предупреждение!
(Нет заряда аккумуляторной батареи)",Неисправен датчик тока (ПИНТ),"Проверить зарядку АБ по вольтметру и автомат блока РНВГ.
Внимание! При отсутствии заряда аккумуляторной батареи не работает компрессор. Отключить лишние потребители!"
53,"Напряжение бортовой сети более 107 В, а ток зарядки менее 0.2 А","Предупреждение!
(Нет заряда аккумуляторной батареи)",Неисправна плата БОАД/ ПВАД/ БПД1 УОИ,"Проверить зарядку АБ по вольтметру и автомат блока РНВГ.
Внимание! При отсутствии заряда аккумуляторной батареи не работает компрессор. Отключить лишние потребители!"
54,В УОИ сигнал о напряжении вспомогательного генератора менее 90 В,"Предупреждение! (Тяги не будет)
(Нет напряжения вспомогательного генератора)",Неисправна схема возбуждения,"Повторно поставить 1 позицию тяги или переключить тумблер ""Возбуждение"". По кадру ""электрооборудование/Возбуждение"" контролировать включение контактора КМ1, появление тока и напряжения вспомогательного генератора.
Осмотреть целостность проводов на блоке диодов UZ1 и датчике U9."
54,В УОИ сигнал о напряжении вспомогательного генератора менее 90 В,"Предупреждение! (Тяги не будет)
(Нет напряжения вспомогательного генератора)",Обрыв/неисправность проводов к датчику напряжения (ПИНТ),"Повторно поставить 1 позицию тяги или переключить тумблер ""Возбуждение"". По кадру ""электрооборудование/Возбуждение"" контролировать включение контактора КМ1, появление тока и напряжения вспомогательного генератора.
Осмотреть целостность проводов на блоке диодов UZ1 и датчике U9."
54,В УОИ сигнал о напряжении вспомогательного генератора менее 90 В,"Предупреждение! (Тяги не будет)
(Нет напряжения вспомогательного генератора)",Неисправен датчик напряжения (ПИНТ),"Повторно поставить 1 позицию тяги или переключить тумблер ""Возбуждение"". По кадру ""электрооборудование/Возбуждение"" контролировать включение контактора КМ1, появление тока и напряжения вспомогательного генератора.
Осмотреть целостность проводов на блоке диодов UZ1 и датчике U9."
54,В УОИ сигнал о напряжении вспомогательного генератора менее 90 В,"Предупреждение! (Тяги не будет)
(Нет напряжения вспомогательного генератора)",Неисправна плата БОАД/ ПВАД/ БПД1 УОИ,"Повторно поставить 1 позицию тяги или переключить тумблер ""Возбуждение"". По кадру ""электрооборудование/Возбуждение"" контролировать включение контактора КМ1, появление тока и напряжения вспомогательного генератора.
Осмотреть целостность проводов на блоке диодов UZ1 и датчике U9."
55,"В УОИ сигнал о давлении масла с датчика ВР1 меньше 0,25 кг/см2 в течении 60с с начала прокачки масла (после нажатия кнопки ""Пуск"")","Запрет запуска, нет отсчета времени прокачки
(Нет начального давления масла)",Давление меньше нормы,"Проверить уровень масла, работу насоса прокачки масла (если не работает - проверить предохранитель и контактор КМН) сравнить показания датчиков давления масла на входе и выходе дизеля (кадр Дизель, Масляная система).
При неисправности датчика давления масла допускается заменить на датчик давления топлива."
55,"В УОИ сигнал о давлении масла с датчика ВР1 меньше 0,25 кг/см2 в течении 60с с начала прокачки масла (после нажатия кнопки ""Пуск"")","Запрет запуска, нет отсчета времени прокачки
(Нет начального давления масла)",Обрыв проводов к датчику,"Проверить уровень масла, работу насоса прокачки масла (если не работает - проверить предохранитель и контактор КМН) сравнить показания датчиков давления масла на входе и выходе дизеля (кадр Дизель, Масляная система).
При неисправности датчика давления масла допускается заменить на датчик давления топлива."
55,"В УОИ сигнал о давлении масла с датчика ВР1 меньше 0,25 кг/см2 в течении 60с с начала прокачки масла (после нажатия кнопки ""Пуск"")","Запрет запуска, нет отсчета времени прокачки
(Нет начального давления масла)",Неисправен датчик,"Проверить уровень масла, работу насоса прокачки масла (если не работает - проверить предохранитель и контактор КМН) сравнить показания датчиков давления масла на входе и выходе дизеля (кадр Дизель, Масляная система).
При неисправности датчика давления масла допускается заменить на датчик давления топлива."
55,"В УОИ сигнал о давлении масла с датчика ВР1 меньше 0,25 кг/см2 в течении 60с с начала прокачки масла (после нажатия кнопки ""Пуск"")","Запрет запуска, нет отсчета времени прокачки
(Нет начального давления масла)",Неисправна плата БОАД/ ПВАД/ БПД1 УОИ,"Проверить уровень масла, работу насоса прокачки масла (если не работает - проверить предохранитель и контактор КМН) сравнить показания датчиков давления масла на входе и выходе дизеля (кадр Дизель, Масляная система).
При неисправности датчика давления масла допускается заменить на датчик давления топлива."
56,"Данные от настоящей секции не доходят до второй секции, а от второй до первой доходят","Предупреждение!
(Нет передачи на вторую секцию)",Неисправность кабеля связи (считая межтепловозное соединение),"Проверить работу УОИ второй секции и разъемы межсекционного соединения, перезагрузить МПСУ."
56,"Данные от настоящей секции не доходят до второй секции, а от второй до первой доходят","Предупреждение!
(Нет передачи на вторую секцию)",Неисправность БКС одной из УОИ,"Проверить работу УОИ второй секции и разъемы межсекционного соединения, перезагрузить МПСУ."
57,УОИ данной секции не принимает данные от УОИ второй секции в течении 2с,"Предупреждение!
(Нет приема со второй секции)",Не включено питание УОИ на второй секции,"Проверить работу УОИ второй секции и разъемы межсекционного соединения, перезагрузить МПСУ."
57,УОИ данной секции не принимает данные от УОИ второй секции в течении 2с,"Предупреждение!
(Нет приема со второй секции)",Неисправность кабеля связи (считая межтепловозное соединение),"Проверить работу УОИ второй секции и разъемы межсекционного соединения, перезагрузить МПСУ."
57,УОИ данной секции не принимает данные от УОИ второй секции в течении 2с,"Предупреждение!
(Нет приема со второй секции)",Неисправность БКС одной из УОИ,"Проверить работу УОИ второй секции и разъемы межсекционного соединения, перезагрузить МПСУ."
57,УОИ данной секции не принимает данные от УОИ второй секции в течении 2с,"Предупреждение!
(Нет приема со второй секции)",Неисправность БК одной из УОИ,"Проверить работу УОИ второй секции и разъемы межсекционного соединения, перезагрузить МПСУ."
58,УОИ не видит ответа от ТП в течении 2 с при включенном автомате питания ТП,"При включенных ОМ данной тележки - Снятие/запрет схемы тяги
(Нет связи со вторым/первым тяговым преобразователем)",Выключен тумблер на САУ ТП,"Переключить автомат питания ТП. Если не помогает, выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр N 3).
Если размыкатель не отключился - нажать на кнопку на ТП (автомат питания ТП должен быть включен) и держать ее не менее 2 с, если не помогает, перевести секцию в режим ""Холостой ход""."
58,УОИ не видит ответа от ТП в течении 2 с при включенном автомате питания ТП,"При включенных ОМ данной тележки - Снятие/запрет схемы тяги
(Нет связи со вторым/первым тяговым преобразователем)",Неисправность кабеля свзи,"Переключить автомат питания ТП. Если не помогает, выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр N 3).
Если размыкатель не отключился - нажать на кнопку на ТП (автомат питания ТП должен быть включен) и держать ее не менее 2 с, если не помогает, перевести секцию в режим ""Холостой ход""."
58,УОИ не видит ответа от ТП в течении 2 с при включенном автомате питания ТП,"При включенных ОМ данной тележки - Снятие/запрет схемы тяги
(Нет связи со вторым/первым тяговым преобразователем)",Неисправность платы ПАВЗ САУ ТП,"Переключить автомат питания ТП. Если не помогает, выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр N 3).
Если размыкатель не отключился - нажать на кнопку на ТП (автомат питания ТП должен быть включен) и держать ее не менее 2 с, если не помогает, перевести секцию в режим ""Холостой ход""."
58,УОИ не видит ответа от ТП в течении 2 с при включенном автомате питания ТП,"При включенных ОМ данной тележки - Снятие/запрет схемы тяги
(Нет связи со вторым/первым тяговым преобразователем)",Неисправность платы ПКС или БК УОИ,"Переключить автомат питания ТП. Если не помогает, выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр N 3).
Если размыкатель не отключился - нажать на кнопку на ТП (автомат питания ТП должен быть включен) и держать ее не менее 2 с, если не помогает, перевести секцию в режим ""Холостой ход""."
59,В УОИ сигналы о включенном автомате питания преобразователя и отсутствии от него ответа в течении 2с,"Снятие/запрет возбуждения ТА
(Нет связи с преобразователем A18)",Нет питания,"Проверить работу автомата питания преобразователя (SF21), проверить разъем на преобразователе. Если связь не восстановлена, перейти на резервную схему."
59,В УОИ сигналы о включенном автомате питания преобразователя и отсутствии от него ответа в течении 2с,"Снятие/запрет возбуждения ТА
(Нет связи с преобразователем A18)",Неисправность блока питания или платы управления преобразователя,"Проверить работу автомата питания преобразователя (SF21), проверить разъем на преобразователе. Если связь не восстановлена, перейти на резервную схему."
59,В УОИ сигналы о включенном автомате питания преобразователя и отсутствии от него ответа в течении 2с,"Снятие/запрет возбуждения ТА
(Нет связи с преобразователем A18)",Неисправна плата ПКС или БК УОИ,"Проверить работу автомата питания преобразователя (SF21), проверить разъем на преобразователе. Если связь не восстановлена, перейти на резервную схему."
59,В УОИ сигналы о включенном автомате питания преобразователя и отсутствии от него ответа в течении 2с,"Прекращение работы вентилятора
(Нет связи с преобразователем A5/А6)",Нет питания,"Проверить работу автомата питания преобразователя (SF16/SF17), проверить разъем на преобразователе. Если связь не восстановлена, перейти на резервную схему."
59,В УОИ сигналы о включенном автомате питания преобразователя и отсутствии от него ответа в течении 2с,"Прекращение работы вентилятора
(Нет связи с преобразователем A5/А6)",Неисправность блока питания или платы управления преобразователя,"Проверить работу автомата питания преобразователя (SF16/SF17), проверить разъем на преобразователе. Если связь не восстановлена, перейти на резервную схему."
59,В УОИ сигналы о включенном автомате питания преобразователя и отсутствии от него ответа в течении 2с,"Прекращение работы вентилятора
(Нет связи с преобразователем A5/А6)",Неисправна плата ПКС или БК УОИ,"Проверить работу автомата питания преобразователя (SF16/SF17), проверить разъем на преобразователе. Если связь не восстановлена, перейти на резервную схему."
59,В УОИ сигналы о включенном автомате питания преобразователя и отсутствии от него ответа в течении 2с,"Нет связи с преобразователем A7
(Снятие/запрет схемы тяги)",Нет питания,"Проверить работу автомата питания преобразователя (SF18), проверить разъем на преобразователе. Если связь не восстановлена, перейти на резервную схему."
59,В УОИ сигналы о включенном автомате питания преобразователя и отсутствии от него ответа в течении 2с,"Нет связи с преобразователем A7
(Снятие/запрет схемы тяги)",Неисправность блока питания или платы управления преобразователя,"Проверить работу автомата питания преобразователя (SF18), проверить разъем на преобразователе. Если связь не восстановлена, перейти на резервную схему."
59,В УОИ сигналы о включенном автомате питания преобразователя и отсутствии от него ответа в течении 2с,"Нет связи с преобразователем A7
(Снятие/запрет схемы тяги)",Неисправна плата ПКС или БК УОИ,"Проверить работу автомата питания преобразователя (SF18), проверить разъем на преобразователе. Если связь не восстановлена, перейти на резервную схему."
60,УОИ не видит ответа от от системы управления подачей топлива,"Предупреждение!
(Нет связи с системой управления подачей топлива)",Нет питания,"Остановить дизель, перезагрузить МПСУ. Запуск дизеля возможен, режим тяги возможен только при наличии связи."
60,УОИ не видит ответа от от системы управления подачей топлива,"Предупреждение!
(Нет связи с системой управления подачей топлива)",Неисправен блок питания/управления,"Остановить дизель, перезагрузить МПСУ. Запуск дизеля возможен, режим тяги возможен только при наличии связи."
60,УОИ не видит ответа от от системы управления подачей топлива,"Предупреждение!
(Нет связи с системой управления подачей топлива)",Неисправен кабель связи,"Остановить дизель, перезагрузить МПСУ. Запуск дизеля возможен, режим тяги возможен только при наличии связи."
60,УОИ не видит ответа от от системы управления подачей топлива,"Предупреждение!
(Нет связи с системой управления подачей топлива)",Неисправна плата БК УОИ,"Остановить дизель, перезагрузить МПСУ. Запуск дизеля возможен, режим тяги возможен только при наличии связи."
60,УОИ не видит ответа от от системы управления подачей топлива,"Предупреждение!
(Нет связи с системой управления подачей топлива)",Сбои ПО блока или УОИ,"Остановить дизель, перезагрузить МПСУ. Запуск дизеля возможен, режим тяги возможен только при наличии связи."
61,УОИ не принимает данные от ТИ в течении 2с,"Предупреждение!
(Нет связи с температурным измерителем(ИТ1/ИТ2))",Неисправность кабеля связи УОИ и ТИ,"Остановить дизель, перезагрузить МПСУ.
Возможно, перейти на ручное управление САРТ дизеля, контроль за температурой по другой секции. Проверить жалюзи."
61,УОИ не принимает данные от ТИ в течении 2с,"Предупреждение!
(Нет связи с температурным измерителем(ИТ1/ИТ2))",Неисправность температурного измерителя,"Остановить дизель, перезагрузить МПСУ.
Возможно, перейти на ручное управление САРТ дизеля, контроль за температурой по другой секции. Проверить жалюзи."
61,УОИ не принимает данные от ТИ в течении 2с,"Предупреждение!
(Нет связи с температурным измерителем(ИТ1/ИТ2))",Неисправность блока каналов связи (БКС) УОИ,"Остановить дизель, перезагрузить МПСУ.
Возможно, перейти на ручное управление САРТ дизеля, контроль за температурой по другой секции. Проверить жалюзи."
61,УОИ не принимает данные от ТИ в течении 2с,"Предупреждение!
(Нет связи с температурным измерителем(ИТ1/ИТ2))",Неисправность блока компьютера (БК) УОИ,"Остановить дизель, перезагрузить МПСУ.
Возможно, перейти на ручное управление САРТ дизеля, контроль за температурой по другой секции. Проверить жалюзи."
62,УОИ не видит ответа от УКТОЛ в течении 2с,"Предупреждение!
(Нет связи с тормозным оборудованием УКТОЛ)",Нет питания,Отметить в замечаниях.
62,УОИ не видит ответа от УКТОЛ в течении 2с,"Предупреждение!
(Нет связи с тормозным оборудованием УКТОЛ)",Неисправен блок,Отметить в замечаниях.
62,УОИ не видит ответа от УКТОЛ в течении 2с,"Предупреждение!
(Нет связи с тормозным оборудованием УКТОЛ)",Неисправен кабель связи,Отметить в замечаниях.
62,УОИ не видит ответа от УКТОЛ в течении 2с,"Предупреждение!
(Нет связи с тормозным оборудованием УКТОЛ)",Неисправна плата БК УОИ,Отметить в замечаниях.
62,УОИ не видит ответа от УКТОЛ в течении 2с,"Предупреждение!
(Нет связи с тормозным оборудованием УКТОЛ)",Сбои ПО блока или УОИ,Отметить в замечаниях.
63,В УОИ сигналы о включенном автомате питания преобразователя и отсутствии от него ответа в течении 2с,"При включенных ОМ данной тележки - Снятие/запрет схемы тяги
(Нет связи ТП1 с МПСУ [Отключи ОМ1,2,3])",Выключен тумблер на САУ ТП,"Переключить автомат питания ТП.Если не помогает, выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).Если размыкатель не отключился - нажать на кнопку на ТП (автомат питания ТП должен быть включен). Держать кнопку не менее 2 с, если не помогает, перевести секцию в режим ""Холостой ход""."
63,В УОИ сигналы о включенном автомате питания преобразователя и отсутствии от него ответа в течении 2с,"При включенных ОМ данной тележки - Снятие/запрет схемы тяги
(Нет связи ТП1 с МПСУ [Отключи ОМ1,2,3])",Неисправность кабеля связи,"Переключить автомат питания ТП.Если не помогает, выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).Если размыкатель не отключился - нажать на кнопку на ТП (автомат питания ТП должен быть включен). Держать кнопку не менее 2 с, если не помогает, перевести секцию в режим ""Холостой ход""."
